,userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,isFake,Follower_to_Following_ratio
962,5,46,105,7,1,0,0,15,0,0.10869565217391304
963,207,258,0,4,1,0,2,12,0,0.8023255813953488
964,316,496,105,5,1,0,0,16,0,0.6370967741935484
965,22,46,0,1,1,1,0,13,0,0.4782608695652174
966,70,160,0,4,1,1,0,5,0,0.4375
967,146,203,7,4,1,1,0,6,0,0.7192118226600985
968,261,488,0,3,1,1,0,11,0,0.5348360655737705
969,342,465,6,3,1,1,0,7,0,0.7354838709677419
970,183,401,0,9,1,1,0,20,0,0.456359102244389
971,250,796,97,9,1,0,0,20,0,0.314070351758794
972,96,134,3,9,1,1,0,20,0,0.7164179104477612
973,145,327,139,6,1,0,0,14,0,0.4434250764525994
974,146,166,0,4,1,1,4,10,0,0.8795180722891566
975,44,361,0,2,0,0,0,15,0,0.12188365650969529
976,792,3126,113,6,1,0,0,20,0,0.2533589251439539
977,312,2275,110,5,1,0,0,12,0,0.13714285714285715
978,283,477,0,5,1,1,2,8,0,0.5932914046121593
979,1002,4209,0,9,1,0,2,16,0,0.23806129722024233
980,234,658,93,2,1,0,0,14,0,0.3556231003039514
981,160,177,0,2,1,0,0,12,0,0.903954802259887
982,207,553,0,9,1,0,2,11,0,0.3743218806509946
983,46,22,21,4,1,0,0,18,0,2.090909090909091
984,154,147,22,5,1,0,0,14,0,1.0476190476190477
985,60,58,47,6,1,0,0,13,0,1.0344827586206897
986,149,123,0,1,1,0,0,15,0,1.2113821138211383
987,188,504,0,3,1,1,0,9,0,0.373015873015873
988,401,2117,0,3,1,0,1,10,0,0.1894189891355692
989,239,1134,145,9,1,0,0,19,0,0.21075837742504408
990,91,149,0,7,1,0,0,18,0,0.610738255033557
991,78,783,28,1,1,0,0,11,0,0.09961685823754789
992,135,517,44,4,1,0,4,11,0,0.2611218568665377
993,203,823,71,4,1,0,0,12,0,0.24665856622114216
994,25,1937,0,0,1,1,0,10,1,0.012906556530717605
995,324,4122,0,0,1,0,4,15,1,0.07860262008733625
996,15,399,0,0,0,0,3,12,1,0.03759398496240601
997,14,107,0,1,1,0,1,10,1,0.1308411214953271
998,264,4651,0,0,1,0,0,14,1,0.056761986669533436
999,33,1470,0,2,1,1,4,13,1,0.022448979591836733
1000,420,4883,30,8,1,0,0,12,1,0.08601269711243088
1001,442,6662,0,396,1,0,0,11,1,0.06634644250975683
1002,816,7497,0,85,1,0,3,15,1,0.10884353741496598
1003,150,6631,1,0,1,1,3,8,1,0.022621022470215652
1004,235,7202,0,1,1,1,2,14,1,0.03262982504859761
1005,99,1358,0,1,1,0,3,7,1,0.07290132547864507
1006,59,6603,0,0,0,1,0,12,1,0.008935332424655459
1007,4,179,0,1,1,0,0,17,1,0.0223463687150838
1008,39,1022,58,0,0,0,3,30,1,0.03816046966731898
1009,8,23,0,0,0,0,0,10,1,0.34782608695652173
1010,622,364,26,2,0,0,0,9,1,1.7087912087912087
1011,37,207,0,0,0,0,0,15,1,0.178743961352657
1012,66,244,34,0,0,0,0,11,1,0.27049180327868855
1013,32,4,0,1,1,0,2,10,1,8.0
1014,27,354,0,0,1,1,4,10,1,0.07627118644067797
1015,47,106,0,0,0,0,3,11,1,0.44339622641509435
1016,25,136,0,0,0,1,2,8,1,0.18382352941176472
1017,5,243,0,1,0,1,0,12,1,0.0205761316872428
1018,0,848,0,0,0,1,4,9,1,0.0
1019,232,6013,111,1,1,0,1,20,1,0.03858307001496757
1020,534,539,11,0,1,0,0,11,1,0.9907235621521335
1021,1,8,0,0,0,0,0,11,1,0.125
1022,0,126,0,0,1,1,0,5,1,0.0
1023,5,77,0,0,1,0,4,10,1,0.06493506493506493
1024,0,6,0,0,0,1,7,11,1,0.0
1025,80,1844,16,1,1,1,0,9,1,0.04338394793926247
1026,87,851,53,0,1,0,0,8,1,0.10223266745005875
1027,29,1603,89,2,1,0,0,11,1,0.018091079226450407
1028,247,1749,0,3,1,0,4,10,1,0.14122355631789593
1029,290,2269,0,0,0,1,0,12,1,0.127809607756721
1030,12,2721,16,1,1,1,0,13,1,0.004410143329658214
1031,46,2521,0,0,0,0,2,12,1,0.01824672748909163
1032,2,1973,13,0,0,1,1,11,1,0.0010136847440446021
1033,8,1359,0,0,1,0,0,8,1,0.005886681383370125
1034,36,2004,10,6,0,1,2,13,1,0.017964071856287425
1035,37,1982,8,1,1,0,3,9,1,0.01866801210898083
1036,61,992,0,0,1,0,4,10,1,0.06149193548387097
1037,105,6802,17,0,1,0,0,6,1,0.015436636283446045
1038,607,7455,20,0,0,1,0,9,1,0.08142186452045606
1039,14,1725,0,0,1,1,4,9,1,0.008115942028985508
1040,69,3577,0,1,0,0,1,9,1,0.019289907743919487
1041,26,1919,0,0,0,0,0,12,1,0.01354872329338197
1042,12,1710,0,1,1,0,3,13,1,0.007017543859649123
1043,12,1377,0,0,0,0,5,15,1,0.008714596949891068
1044,51,3241,50,0,1,1,2,13,1,0.01573588398642394
1045,8,1709,0,0,1,1,2,7,1,0.004681100058513751
1046,514,1999,27,0,1,0,0,6,1,0.2571285642821411
1047,104,1423,53,0,0,0,0,13,1,0.07308503162333099
1048,83,2012,0,0,1,1,2,12,1,0.04125248508946322
1049,69,1374,9,0,1,1,1,7,1,0.05021834061135371
1050,282,2517,0,5,1,0,2,11,1,0.11203814064362336
1051,49,2499,23,1,1,0,4,17,1,0.0196078431372549
1052,14,3359,0,0,1,0,1,7,1,0.004167907115212861
1053,49,2987,0,0,0,0,0,8,1,0.016404419149648478
1054,20,3543,0,0,0,0,1,11,1,0.005644933672029354
1055,63,2318,0,0,1,0,4,9,1,0.027178602243313203
1056,5,964,0,1,1,0,0,9,1,0.005186721991701245
1057,58,826,0,0,1,0,4,12,1,0.07021791767554479
1058,110,1612,0,0,0,1,4,12,1,0.06823821339950373
1059,21,946,0,1,1,0,1,10,1,0.022198731501057084
1060,15,659,0,1,1,0,0,8,1,0.02276176024279211
1061,2,757,0,0,1,0,3,13,1,0.002642007926023778
1062,125,1396,15,0,1,1,2,12,1,0.08954154727793696
1063,14,3086,0,1,1,0,0,11,1,0.004536616979909268
1064,4,883,0,0,1,0,1,7,1,0.004530011325028313
1065,11,1898,37,0,1,1,2,9,1,0.005795574288724974
1066,3208,1911,0,0,0,0,5,15,1,1.6787022501308215
1067,0,2513,0,1,1,1,0,13,1,0.0
1068,124,1411,85,0,1,1,0,13,1,0.08788093550673282
1069,441,2772,0,0,0,1,2,9,1,0.1590909090909091
1070,10,1768,0,0,0,0,4,14,1,0.005656108597285068
1071,14,1229,0,4,0,1,0,14,1,0.011391375101708706
1072,16,2473,0,0,0,0,0,13,1,0.00646987464617873
1073,22,2666,0,0,0,1,2,9,1,0.008252063015753939
1074,24,2503,0,1,1,0,4,9,1,0.009588493807431082
1075,32,2471,0,0,0,0,3,13,1,0.012950222581950627
1076,102,332,0,0,0,0,1,7,1,0.3072289156626506
1077,53,620,4,1,1,1,0,8,1,0.08548387096774193
1078,9,1770,0,0,0,0,0,8,1,0.005084745762711864
1079,12,2319,0,0,0,0,3,10,1,0.00517464424320828
1080,7,2116,0,0,0,0,2,12,1,0.0033081285444234404
1081,52,2479,0,0,1,0,0,14,1,0.020976200080677694
1082,14,1803,0,0,1,0,0,11,1,0.00776483638380477
1083,22,1330,0,0,1,0,3,10,1,0.016541353383458645
1084,4,1546,0,0,0,0,0,11,1,0.00258732212160414
1085,58,2132,0,0,0,0,0,14,1,0.027204502814258912
1086,8,2039,0,0,1,0,4,11,1,0.00392349190779794
1087,22,4006,0,0,0,0,0,8,1,0.0054917623564653024
1088,15,3949,0,0,0,0,2,13,1,0.0037984299822739933
1089,26,3400,0,0,0,0,2,8,1,0.007647058823529412
1090,32,3921,70,0,1,0,2,11,1,0.00816118337158888
1091,34,7158,0,0,0,0,1,10,1,0.004749930148086058
1092,47,3999,129,0,1,1,0,12,1,0.011752938234558639
1093,162,171,0,1,0,1,0,15,1,0.9473684210526315
1094,643,2240,0,2,1,0,1,11,1,0.2870535714285714
1095,147,2387,0,0,1,0,2,10,1,0.06158357771260997
1096,35,4621,0,0,0,0,4,17,1,0.0075741181562432374
1097,11,4677,0,0,0,0,3,8,1,0.0023519350010690614
1098,52,4614,0,0,1,0,0,14,1,0.011270047680970958
1099,33,5133,0,2,1,0,8,13,1,0.006428988895382817
1100,29,5105,0,0,0,0,5,18,1,0.0056807051909892265
1101,6,961,0,0,1,0,5,8,1,0.006243496357960458
1102,64,190,70,3,1,0,0,16,1,0.3368421052631579
1103,18,1741,0,0,0,0,0,11,1,0.010338885697874785
1104,163,6747,0,3,1,0,0,10,1,0.02415888543056173
1105,6,181,0,1,1,0,3,15,1,0.03314917127071823
1106,17,1299,0,1,1,0,0,18,1,0.01308698999230177
1107,16,266,0,0,0,0,2,14,1,0.06015037593984962
1108,153,1195,9,0,1,0,0,9,1,0.1280334728033473
1109,38,1678,0,0,0,0,5,19,1,0.02264600715137068
1110,959,2107,0,3,1,0,0,8,1,0.45514950166112955
1111,109,1722,0,8,1,1,5,11,1,0.06329849012775841
1112,129,1796,0,5,1,1,0,8,1,0.07182628062360802
1113,35,2553,0,1,1,0,0,21,1,0.013709361535448493
1114,6,866,0,2,0,1,0,10,1,0.006928406466512702
1115,19,4046,0,1,1,0,5,19,1,0.0046959960454770145
1116,34,938,110,3,1,0,0,15,1,0.03624733475479744
1117,494,3853,0,1,1,0,4,18,1,0.12821178302621333
1118,30,940,24,3,1,0,0,10,1,0.031914893617021274
1119,26,1392,85,3,1,0,1,13,1,0.01867816091954023
1120,5,16,0,0,0,1,0,9,1,0.3125
1121,160,2246,0,1,1,0,3,10,1,0.07123775601068566
1122,48,179,0,4,1,0,0,8,1,0.2681564245810056
1123,55,776,6,1,1,0,0,11,1,0.07087628865979381
1124,11,159,0,1,0,0,3,14,1,0.06918238993710692
1125,185,1928,74,3,1,0,0,12,1,0.09595435684647304
1126,11,2258,0,3,1,0,0,18,1,0.00487156775907883
1127,29,1857,19,1,1,0,3,8,1,0.015616585891222402
1128,39,481,14,2,1,0,0,19,1,0.08108108108108109
1129,71,31,57,3,1,0,1,11,1,2.2903225806451615
1130,3,151,0,0,0,1,0,16,1,0.019867549668874173
1131,1,1807,0,0,0,1,2,12,1,0.0005534034311012728
1132,3,76,0,0,1,1,2,12,1,0.039473684210526314
1133,11,76,0,0,0,0,2,13,1,0.14473684210526316
1134,1,67,0,0,0,1,0,8,1,0.014925373134328358
1135,29,41,0,0,0,1,0,9,1,0.7073170731707317
1136,0,3,0,0,0,0,3,10,1,0.0
1137,13,114,0,0,0,0,4,9,1,0.11403508771929824
1138,17,183,0,0,0,1,1,10,1,0.09289617486338798
1139,24,696,0,0,0,1,0,9,1,0.034482758620689655
1140,3,157,0,0,0,1,4,9,1,0.01910828025477707
1141,0,54,0,0,0,1,0,11,1,0.0
1142,11,344,24,0,0,1,4,9,1,0.03197674418604651
1143,1,282,0,0,0,1,0,15,1,0.0035460992907801418
1144,0,577,0,0,0,1,0,14,1,0.0
1145,0,434,0,0,0,1,0,12,1,0.0
1146,2,57,0,0,0,0,2,10,1,0.03508771929824561
1147,26,142,0,0,0,0,0,9,1,0.18309859154929578
1148,49,111,0,0,0,1,5,10,1,0.44144144144144143
1149,1,127,0,0,1,1,0,10,1,0.007874015748031496
1150,16,486,0,0,1,1,0,13,1,0.03292181069958848
1151,25,322,0,0,1,0,0,8,1,0.07763975155279502
1152,0,194,0,0,1,1,0,9,1,0.0
1153,0,174,14,0,1,1,1,9,1,0.0
1154,0,524,0,0,1,1,0,6,1,0.0
1155,5,460,0,1,1,1,1,7,1,0.010869565217391304
1156,0,753,0,9,1,1,0,13,1,0.0
1157,0,140,0,0,1,1,2,7,1,0.0
1158,301,7493,0,0,1,1,4,10,1,0.04017082610436407
1159,368,6929,0,2,1,0,0,7,1,0.05311011689998557
1160,80,4839,10,5,1,0,0,8,1,0.016532341392849762
1161,28,4518,0,1,1,0,2,6,1,0.00619743249225321
1162,223,1735,0,6,1,0,2,9,1,0.12853025936599424
1163,140,1104,0,3,1,0,0,15,1,0.12681159420289856
1164,85,1401,130,9,1,0,3,16,1,0.06067094932191292
1165,32,2184,35,2,1,0,2,18,1,0.014652014652014652
1166,34,3681,36,1,1,0,0,9,1,0.009236620483564249
1167,14,2429,0,1,1,0,0,16,1,0.005763688760806916
1168,11,1008,12,1,1,0,0,12,1,0.010912698412698412
1169,228,4956,50,1,1,1,3,9,1,0.04600484261501211
1170,133,145,0,4,1,0,0,15,1,0.9172413793103448
1171,407,3792,0,1,1,0,3,9,1,0.10733122362869198
1172,64,359,0,6,1,0,0,7,1,0.17827298050139276
1173,288,4276,0,1,1,0,5,9,1,0.06735266604303088
1174,307,4887,3,3,1,0,0,22,1,0.06281972580315122
1175,88,266,0,1,1,0,0,9,1,0.3308270676691729
1176,145,2291,0,1,0,0,7,15,1,0.06329113924050633
1177,34,219,0,2,0,0,0,20,1,0.1552511415525114
1178,165,618,0,0,1,0,0,8,1,0.2669902912621359
1179,165,752,0,0,0,1,3,8,1,0.21941489361702127
1180,151,1975,0,0,0,1,4,9,1,0.07645569620253165
1181,12,25,0,0,0,0,0,9,1,0.48
1182,1338,3364,0,0,0,1,0,10,1,0.3977407847800238
1183,401,3796,0,0,0,0,3,10,1,0.10563751317175975
1184,228,1779,0,0,0,0,10,11,1,0.1281618887015177
1185,1127,3758,0,3,1,1,6,9,1,0.29989356040447046
1186,1,1,59,7,1,0,4,15,1,1.0
1187,0,25,138,6,1,0,0,10,1,0.0
1188,0,1,92,9,1,0,1,15,1,0.0
